"Time","CurrEstab","TCP_tw","Sockets_used","UDP_inuse","TCP_alloc","Tcp_InSegs","Tcp_OutSegs","Tcp_RetransSegs"
2025-06-05 05:30:00,,,,,,,,
2025-06-05 05:32:00,,,,,,,,
2025-06-05 05:34:00,,,,,,,,
2025-06-05 05:36:00,,,,,,,,
2025-06-05 05:38:00,,,,,,,,
2025-06-05 05:40:00,,,,,,,,
2025-06-05 05:42:00,,,,,,,,
2025-06-05 05:44:00,,,,,,,,
2025-06-05 05:46:00,,,,,,,,
2025-06-05 05:48:00,,,,,,,,
2025-06-05 05:50:00,,,,,,,,
2025-06-05 05:52:00,,,,,,,,
2025-06-05 05:54:00,,,,,,,,
2025-06-05 05:56:00,,,,,,,,
2025-06-05 05:58:00,,,,,,,,
2025-06-05 06:00:00,,,,,,,,
2025-06-05 06:02:00,,,,,,,,
2025-06-05 06:04:00,,,,,,,,
2025-06-05 06:06:00,,,,,,,,
2025-06-05 06:08:00,,,,,,,,
2025-06-05 06:10:00,,,,,,,,
2025-06-05 06:12:00,,,,,,,,
2025-06-05 06:14:00,,,,,,,,
2025-06-05 06:16:00,,,,,,,,
2025-06-05 06:18:00,,,,,,,,
2025-06-05 06:20:00,,,,,,,,
2025-06-05 06:22:00,,,,,,,,
2025-06-05 06:24:00,,,,,,,,
2025-06-05 06:26:00,,,,,,,,
2025-06-05 06:28:00,,,,,,,,
2025-06-05 06:30:00,,,,,,,,
2025-06-05 06:32:00,,,,,,,,
2025-06-05 06:34:00,,,,,,,,
2025-06-05 06:36:00,,,,,,,,
2025-06-05 06:38:00,,,,,,,,
2025-06-05 06:40:00,,,,,,,,
2025-06-05 06:42:00,,,,,,,,
2025-06-05 06:44:00,,,,,,,,
2025-06-05 06:46:00,,,,,,,,
2025-06-05 06:48:00,,,,,,,,
2025-06-05 06:50:00,,,,,,,,
2025-06-05 06:52:00,,,,,,,,
2025-06-05 06:54:00,,,,,,,,
2025-06-05 06:56:00,,,,,,,,
2025-06-05 06:58:00,,,,,,,,
2025-06-05 07:00:00,,,,,,,,
2025-06-05 07:02:00,,,,,,,,
2025-06-05 07:04:00,,,,,,,,
2025-06-05 07:06:00,,,,,,,,
2025-06-05 07:08:00,,,,,,,,
2025-06-05 07:10:00,,,,,,,,
2025-06-05 07:12:00,,,,,,,,
2025-06-05 07:14:00,,,,,,,,
2025-06-05 07:16:00,,,,,,,,
2025-06-05 07:18:00,,,,,,,,
2025-06-05 07:20:00,,,,,,,,
2025-06-05 07:22:00,,,,,,,,
2025-06-05 07:24:00,,,,,,,,
2025-06-05 07:26:00,,,,,,,,
2025-06-05 07:28:00,,,,,,,,
2025-06-05 07:30:00,,,,,,,,
2025-06-05 07:32:00,,,,,,,,
2025-06-05 07:34:00,,,,,,,,
2025-06-05 07:36:00,,,,,,,,
2025-06-05 07:38:00,,,,,,,,
2025-06-05 07:40:00,,,,,,,,
2025-06-05 07:42:00,,,,,,,,
2025-06-05 07:44:00,,,,,,,,
2025-06-05 07:46:00,,,,,,,,
2025-06-05 07:48:00,,,,,,,,
2025-06-05 07:50:00,,,,,,,,
2025-06-05 07:52:00,,,,,,,,
2025-06-05 07:54:00,,,,,,,,
2025-06-05 07:56:00,,,,,,,,
2025-06-05 07:58:00,,,,,,,,
2025-06-05 08:00:00,,,,,,,,
2025-06-05 08:02:00,,,,,,,,
2025-06-05 08:04:00,,,,,,,,
2025-06-05 08:06:00,,,,,,,,
2025-06-05 08:08:00,,,,,,,,
2025-06-05 08:10:00,,,,,,,,
2025-06-05 08:12:00,,,,,,,,
2025-06-05 08:14:00,,,,,,,,
2025-06-05 08:16:00,,,,,,,,
2025-06-05 08:18:00,,,,,,,,
2025-06-05 08:20:00,,,,,,,,
2025-06-05 08:22:00,,,,,,,,
2025-06-05 08:24:00,,,,,,,,
2025-06-05 08:26:00,,,,,,,,
2025-06-05 08:28:00,,,,,,,,
2025-06-05 08:30:00,,,,,,,,
2025-06-05 08:32:00,,,,,,,,
2025-06-05 08:34:00,,,,,,,,
2025-06-05 08:36:00,,,,,,,,
2025-06-05 08:38:00,,,,,,,,
2025-06-05 08:40:00,,,,,,,,
2025-06-05 08:42:00,,,,,,,,
2025-06-05 08:44:00,,,,,,,,
2025-06-05 08:46:00,,,,,,,,
2025-06-05 08:48:00,,,,,,,,
2025-06-05 08:50:00,,,,,,,,
2025-06-05 08:52:00,,,,,,,,
2025-06-05 08:54:00,,,,,,,,
2025-06-05 08:56:00,,,,,,,,
2025-06-05 08:58:00,,,,,,,,
2025-06-05 09:00:00,,,,,,,,
2025-06-05 09:02:00,,,,,,,,
2025-06-05 09:04:00,,,,,,,,
2025-06-05 09:06:00,,,,,,,,
2025-06-05 09:08:00,,,,,,,,
2025-06-05 09:10:00,,,,,,,,
2025-06-05 09:12:00,,,,,,,,
2025-06-05 09:14:00,,,,,,,,
2025-06-05 09:16:00,,,,,,,,
2025-06-05 09:18:00,,,,,,,,
2025-06-05 09:20:00,,,,,,,,
2025-06-05 09:22:00,,,,,,,,
2025-06-05 09:24:00,,,,,,,,
2025-06-05 09:26:00,,,,,,,,
2025-06-05 09:28:00,,,,,,,,
2025-06-05 09:30:00,,,,,,,,
2025-06-05 09:32:00,,,,,,,,
2025-06-05 09:34:00,,,,,,,,
2025-06-05 09:36:00,,,,,,,,
2025-06-05 09:38:00,,,,,,,,
2025-06-05 09:40:00,,,,,,,,
2025-06-05 09:42:00,,,,,,,,
2025-06-05 09:44:00,,,,,,,,
2025-06-05 09:46:00,,,,,,,,
2025-06-05 09:48:00,,,,,,,,
2025-06-05 09:50:00,,,,,,,,
2025-06-05 09:52:00,,,,,,,,
2025-06-05 09:54:00,,,,,,,,
2025-06-05 09:56:00,,,,,,,,
2025-06-05 09:58:00,,,,,,,,
2025-06-05 10:00:00,,,,,,,,
2025-06-05 10:02:00,,,,,,,,
2025-06-05 10:04:00,,,,,,,,
2025-06-05 10:06:00,,,,,,,,
2025-06-05 10:08:00,,,,,,,,
2025-06-05 10:10:00,,,,,,,,
2025-06-05 10:12:00,,,,,,,,
2025-06-05 10:14:00,,,,,,,,
2025-06-05 10:16:00,,,,,,,,
2025-06-05 10:18:00,,,,,,,,
2025-06-05 10:20:00,,,,,,,,
2025-06-05 10:22:00,,,,,,,,
2025-06-05 10:24:00,,,,,,,,
2025-06-05 10:26:00,,,,,,,,
2025-06-05 10:28:00,,,,,,,,
2025-06-05 10:30:00,,,,,,,,
2025-06-05 10:32:00,,,,,,,,
2025-06-05 10:34:00,,,,,,,,
2025-06-05 10:36:00,,,,,,,,
2025-06-05 10:38:00,,,,,,,,
2025-06-05 10:40:00,,,,,,,,
2025-06-05 10:42:00,,,,,,,,
2025-06-05 10:44:00,,,,,,,,
2025-06-05 10:46:00,,,,,,,,
2025-06-05 10:48:00,,,,,,,,
2025-06-05 10:50:00,,,,,,,,
2025-06-05 10:52:00,,,,,,,,
2025-06-05 10:54:00,,,,,,,,
2025-06-05 10:56:00,,,,,,,,
2025-06-05 10:58:00,,,,,,,,
2025-06-05 11:00:00,,,,,,,,
2025-06-05 11:02:00,,,,,,,,
2025-06-05 11:04:00,,,,,,,,
2025-06-05 11:06:00,,,,,,,,
2025-06-05 11:08:00,,,,,,,,
2025-06-05 11:10:00,,,,,,,,
2025-06-05 11:12:00,,,,,,,,
2025-06-05 11:14:00,,,,,,,,
2025-06-05 11:16:00,,,,,,,,
2025-06-05 11:18:00,,,,,,,,
2025-06-05 11:20:00,,,,,,,,
2025-06-05 11:22:00,,,,,,,,
2025-06-05 11:24:00,,,,,,,,
2025-06-05 11:26:00,,,,,,,,
2025-06-05 11:28:00,,,,,,,,
2025-06-05 11:30:00,,,,,,,,
2025-06-05 11:32:00,,,,,,,,
2025-06-05 11:34:00,,,,,,,,
2025-06-05 11:36:00,,,,,,,,
2025-06-05 11:38:00,,,,,,,,
2025-06-05 11:40:00,,,,,,,,
2025-06-05 11:42:00,,,,,,,,
2025-06-05 11:44:00,,,,,,,,
2025-06-05 11:46:00,,,,,,,,
2025-06-05 11:48:00,,,,,,,,
2025-06-05 11:50:00,,,,,,,,
2025-06-05 11:52:00,,,,,,,,
2025-06-05 11:54:00,,,,,,,,
2025-06-05 11:56:00,,,,,,,,
2025-06-05 11:58:00,,,,,,,,
2025-06-05 12:00:00,,,,,,,,
2025-06-05 12:02:00,,,,,,,,
2025-06-05 12:04:00,,,,,,,,
2025-06-05 12:06:00,,,,,,,,
2025-06-05 12:08:00,,,,,,,,
2025-06-05 12:10:00,,,,,,,,
2025-06-05 12:12:00,,,,,,,,
2025-06-05 12:14:00,,,,,,,,
2025-06-05 12:16:00,,,,,,,,
2025-06-05 12:18:00,,,,,,,,
2025-06-05 12:20:00,,,,,,,,
2025-06-05 12:22:00,,,,,,,,
2025-06-05 12:24:00,,,,,,,,
2025-06-05 12:26:00,,,,,,,,
2025-06-05 12:28:00,,,,,,,,
2025-06-05 12:30:00,,,,,,,,
2025-06-05 12:32:00,,,,,,,,
2025-06-05 12:34:00,,,,,,,,
2025-06-05 12:36:00,,,,,,,,
2025-06-05 12:38:00,,,,,,,,
2025-06-05 12:40:00,,,,,,,,
2025-06-05 12:42:00,,,,,,,,
2025-06-05 12:44:00,,,,,,,,
2025-06-05 12:46:00,,,,,,,,
2025-06-05 12:48:00,,,,,,,,
2025-06-05 12:50:00,,,,,,,,
2025-06-05 12:52:00,,,,,,,,
2025-06-05 12:54:00,,,,,,,,
2025-06-05 12:56:00,,,,,,,,
2025-06-05 12:58:00,,,,,,,,
2025-06-05 13:00:00,,,,,,,,
2025-06-05 13:02:00,,,,,,,,
2025-06-05 13:04:00,,,,,,,,
2025-06-05 13:06:00,,,,,,,,
2025-06-05 13:08:00,,,,,,,,
2025-06-05 13:10:00,208,176,,1,5749,296,320,0
2025-06-05 13:12:00,203,168,,1,5792,271,293,0
2025-06-05 13:14:00,203,170,,1,5840,263,282,0
2025-06-05 13:16:00,203,152,,1,5888,267,287,0

