Time,system_cpu_usage,user_cpu_usage,disk_io_usage,total_cpu_usage,sdd_read1,sdd_write1,sda_read,sdb_read,sdc_read,sdd_read,sda_write,sdb_write,sdc_write,sdd_write,eth0_in_download,eth0_out_upload,total_memory,used_memory,available_memory,192.168.49.2:9100_used_total-cache-buf-free,load_1min,load_5min,load_15min
2025/6/4 13:15,0.06777493606138103,0.15789473684210528,0.0047112117780294446,0.05547226386806598,0.0649122807017544,0.02933172059268218,0.0,0.0,0.0,1.950553755902553e-05,0.0,0.0,0.0,0.5388504494688096,0.0,0.0,0.0,0.01579018946795794,0.984209810532042,0.0,0.07306889352818371,0.054237288135593226,0.11392405063291135
2025/6/4 13:20,0.1517476555839727,0.11403508771929828,0.002831257078142695,0.1349325337331335,0.0649122807017544,0.039008164499546416,0.0,0.0,0.0,5.7425477032501316e-05,0.0,0.0,0.0,0.6130427676382457,0.1433577394926956,0.08138787245722977,0.0,0.0,1.0,0.04207244585455719,0.06263048016701461,0.05084745762711865,0.08860759493670886
2025/6/4 13:25,0.6760443307757886,0.713450292397661,0.010373725934314836,0.8185907046476761,0.1810916179337232,0.1273057151496825,0.0,0.0,0.0,0.00015276692577249814,0.0,0.000219793844645202,0.0,0.5058131299373467,0.33762008596727117,1.0,0.0,0.037213597028065884,0.9627864029719341,0.04818570450090144,0.18580375782881003,0.11864406779661017,0.12025316455696199
2025/6/4 13:30,0.5865302642796248,0.6461988304093568,0.005662514156285391,0.6431784107946027,0.5847953216374269,0.26217115210160263,0.0,0.0,0.0,8.669568666898043e-06,0.0,0.0,0.0,0.5506510487605557,0.9952627435681294,0.06849289708300135,0.0,0.06253802601158139,0.9374619739884186,0.08227902912162748,0.10855949895615867,0.15254237288135591,0.16455696202531644
2025/6/4 13:35,1.0,0.8421052631578947,0.00944507361268403,1.0,0.1732943469785575,0.18355004535833086,0.0,0.0,0.0,0.0001441290992334423,0.0,0.000439587689290404,0.0,0.7293162625987469,0.0056986408253972675,0.000582445602215287,0.0,0.05383409564302433,0.9461659043569757,0.10820428439839709,0.2818371607515658,0.3220338983050847,0.3227848101265823
2025/6/4 13:40,1.0,1.0,0.012276330690826728,0.9475262368815592,0.21637426900584797,0.25612337465981255,0.0,0.0,0.0,4.76806437849491e-05,0.0,0.0,0.0,0.642898392808499,0.47231839936465037,0.38989179186042955,0.0,0.2262449268826902,0.7737550731173098,0.12104094663003173,0.49686847599164924,1.0,1.0
2025/6/4 13:45,0.607843137254902,0.8596491228070174,0.0066138165345413355,0.704647676161919,0.29289535896478786,0.20471726640459634,0.0,0.0454469785250541,0.0,0.0,0.0,0.0,0.0,0.5299264505584309,0.7116543474777592,0.049762785143792156,0.0,0.16785844660611135,0.8321415533938886,0.2011588817421016,0.2275574112734864,0.5762711864406779,0.8860759493670886
2025/6/4 13:50,0.6930946291560102,0.5935672514619884,0.007542468856172139,0.6986506746626687,0.29289535896478786,0.1744783791956456,0.0,0.0,0.0,0.0,0.0,0.000879175378580808,0.0,0.6458730591119586,0.0048974871641250355,0.0005005614405346537,0.0,0.21273808756898366,0.7872619124310163,0.17401727300640063,0.1127348643006263,0.3525423728813559,0.7341772151898734
2025/6/4 13:55,0.5524296675191814,0.5029239766081871,0.008493771234428085,0.623688155922039,0.1391812865497076,0.27426670698518296,0.0,0.0,0.0,0.00013003162670552983,0.0,0.0,0.0,0.6339743938981204,0.7104003678340288,0.05054602495117212,0.0,0.29002841661477236,0.7099715833852277,0.24699060770435918,0.16492693110647183,0.33220338983050846,0.6835443037974683
2025/6/4 14:00,0.5609548167092924,0.6198830409356726,0.0037825594563986407,0.6026986506746628,0.29289535896478786,0.25612337465981255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071915009534187,0.7106093644413172,0.05110853354010865,0.0,0.20240217025632215,0.7975978297436779,0.27254977601776115,0.12734864300626306,0.223728813559322,0.5632911392405063
2025/6/4 14:05,0.1474850809889173,0.10818713450292401,0.005662514156285391,0.0824587706146927,0.42495126705653025,0.07952827335954037,0.0,0.0454469785250541,0.0,2.492550588807941e-05,0.0,0.0,0.0,0.5537346771996731,0.0048974871641250355,0.0005005614405346537,0.0,0.2735439169118226,0.7264560830881774,0.17894960596446202,0.1544885177453027,0.21694915254237285,0.4936708860759493
2025/6/4 14:10,0.16879795396419436,0.061403508771929884,0.0018799546998867502,0.08095952023988007,0.29289535896478786,0.05684910795282734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696812857532007,0.004444661181666818,0.00045427908828038277,0.0,0.2919037700329976,0.7080962299670024,0.16785284091356412,0.10855949895615867,0.1152542372881356,0.36075949367088606
