Time,system_cpu_usage,user_cpu_usage,disk_io_usage,total_cpu_usage,sdd_read1,sdd_write1,sda_read,sdb_read,sdc_read,sdd_read,sda_write,sdb_write,sdc_write,sdd_write,eth0_in_download,eth0_out_upload,total_memory,used_memory,available_memory,192.168.49.2:9100_used_total-cache-buf-free,load_1min,load_5min,load_15min
2025/6/4 14:10,0.16879795396419436,0.061403508771929884,0.0018799546998867502,0.08095952023988007,0.29289535896478786,0.05684910795282734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696812857532007,0.004444661181666818,0.00045427908828038277,0.0,0.2919037700329976,0.7080962299670024,0.16785284091356412,0.10855949895615867,0.1152542372881356,0.36075949367088606
2025/6/4 14:15,0.09079283887468029,0.07894736842105264,0.0037825594563986407,0.0794602698650675,0.29289535896478786,0.149682491684306,0.0,0.0,0.0,0.0,0.0,0.000659381533935606,0.0,0.6786161808771451,0.0064649617187880985,0.000660769582953284,0.0,0.18955385199023672,0.8104461480097633,0.26397231910186664,0.03549060542797494,0.04745762711864407,0.2468354430379747
2025/6/4 14:30,0.1261722080136402,0.11988304093567256,0.002831257078142695,0.07046476761619193,0.16237816764132554,0.15845176897490174,0.0,0.0,0.0,6.935258156920407e-05,0.0,0.0,0.0,0.5268428221193135,0.0064649617187880985,0.000660769582953284,0.0,0.37298775294008174,0.6270122470599182,0.22496634361788395,0.0709812108559499,0.0983050847457627,0.22784810126582278
2025/6/4 14:35,0.13171355498721224,0.12865497076023397,0.0047112117780294446,0.08845577211394308,0.19493177387914232,0.2289083761717569,0.0,0.0,0.0,1.3002369117356928e-05,0.0,0.000219793844645202,0.0,0.5654263143557614,0.0064649617187880985,0.000660769582953284,0.0,0.3505336167836973,0.6494663832163027,0.2739786961005834,0.09812108559498955,0.088135593220339,0.17721518987341772
2025/6/4 14:40,0.14066496163682862,0.032163742690058506,0.0037825594563986407,0.0824587706146927,0.29289535896478786,0.13758693680072573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162244619994552,0.1412329406519301,0.1059281996948213,0.0,0.38023148446391375,0.6197685155360863,0.2673458301513947,0.025052192066805843,0.037288135593220334,0.11392405063291135
2025/6/4 14:45,0.08525149190110824,0.1228070175438597,0.0047112117780294446,0.06446776611694155,0.29289535896478786,0.25309948593891746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5595750476709344,0.004444661181666818,0.00045427908828038277,0.0,0.3555369451781228,0.6444630548218773,0.2636652784229131,0.24425887265135698,0.24406779661016947,0.23417721518987342
2025/6/4 14:50,0.10144927536231883,0.06725146198830409,0.0018799546998867502,0.07196401799100456,0.2222222222222222,0.09555488358028424,0.0,0.0,0.0,9.752768779512764e-06,0.0,0.0,0.0,0.6518332879324434,0.0064649617187880985,0.000660769582953284,0.0,0.40735968849091314,0.5926403115090869,0.2513285413993182,0.06263048016701461,0.10847457627118644,0.16455696202531644
2025/6/4 14:55,0.060528559249786874,0.14912280701754388,0.0037825594563986407,0.0794602698650675,0.29289535896478786,0.25309948593891746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5326940888041406,0.0056986408253972675,0.000582445602215287,0.0,0.41334364061929607,0.5866563593807039,0.25157653579385764,0.05636743215031315,0.07796610169491526,0.13291139240506325
2025/6/4 15:05,0.1474850809889173,0.09356725146198833,0.0037825594563986407,0.10344827586206902,0.29289535896478786,0.25309948593891746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689403432307273,0.2388691890234982,0.1755724592946712,0.0,0.4365207183605689,0.5634792816394311,0.3149056440375062,0.012526096033402922,0.09152542372881355,0.14556962025316453
2025/6/4 15:10,0.11381074168797954,0.2192982456140351,0.0037825594563986407,0.1019490254872564,0.29289535896478786,0.25914726338070765,0.0,0.0454469785250541,0.0,0.0,0.0,0.0,0.0,0.4821138654317625,0.0048974871641250355,0.0005005614405346537,0.0,0.40607843558304163,0.5939215644169583,0.3154921704626867,0.11899791231732776,0.14915254237288134,0.1835443037974683
2025/6/4 15:20,0.103154305200341,0.14619883040935672,0.007542468856172139,0.0824587706146927,0.12183235867446394,0.1236770486846084,0.0,0.0,0.0,5.959584502371103e-05,0.0,0.0,0.0,0.6279160991555435,0.0056986408253972675,0.000582445602215287,0.0,0.4344449454930676,0.5655550545069323,0.3089537785685606,0.08350730688935282,0.10508474576271186,0.1582278481012658
